,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1,1018.0256389879971
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,0,10975.962329988253
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,1,585.7433305883992
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,0,5571.413523605387
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1,974.3230639087478
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1,3434.1743265444497
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,0,8067.400365219017
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,1,5990.740554258588
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,0,16032.885449328049
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,1,2455.4796955905776
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,1,4872.333704143807
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,1,514.0799170157092
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,1,4639.727758683264
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,0,15275.780450061786
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,1,760.8845360051977
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,0,8389.574266881618
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1,1230.2385902560766
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,0,10799.663355418752
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,0,10091.629325006057
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,1,683.4768417694615
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1,1781.9623445652119
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,1,1018.0256389879971
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,0,8309.836692556652
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,1,6919.647263839377
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,1,643.4507977561939
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,1,3246.1479250344296
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,1,642.9686047850141
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1,1715.7881108387867
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,0,17004.22546791386
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,0,9559.679430263466
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,1,762.2147281260135
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,0,5081.567726171309
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,1,994.0439288396392
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,1,601.3590625881737
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,1,316.11024590313485
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,1,2502.4568337221053
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1,2093.9956320705705
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,1,2749.374119206977
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,0,9678.262961344555
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,0,5314.652661838645
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1,1102.3883837554697
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,0,8341.603836292426
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,1,3522.1865783220333
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,1,620.1154674747005
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,1,840.9756192299944
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,1,2191.897125035444
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,0,13211.798732296269
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,0,8725.15948466888
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,1,5990.740554258588
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,0,14755.692633691113
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1,939.0130465950908
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1,1666.81775166678
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,1,5143.69942955643
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1,909.4803282630247
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1,1051.6291986542424
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,1,607.8032831690217
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,1,3695.7290405907897
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,0,8582.000673764049
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1,892.3751949393152
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1,1420.3418425840543
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,1,3243.3355118286554
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1,1828.4315382124462
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1,2061.6785960554053
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,1,2315.3724707189094
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,1,4568.060662144551
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,1,644.6084767127013
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,0,3959.3860998783703
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,0,8690.610855144245
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,1,2381.726340636937
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,0,5783.823594361513
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1,1329.3881828650983
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,1,753.6222468752467
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1,864.2524206817776
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1,1038.6899436036226
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,1,872.658797150433
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1,1756.9177836081203
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,0,9673.02727319177
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1,1427.6219686297652
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1,1953.6614682034317
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,1,571.9957169881021
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,1,796.0613429047522
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1,870.967012275049
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,1,2549.094828208324
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,1,4422.155151594269
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,1,682.4066133502124
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,1,2536.167711862532
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1,1545.4828675670806
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1,1155.1769021618916
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1,1134.531617315049
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,0,8329.690307863166
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,1,755.6456839419333
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,1,3958.4450008937115
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,0,7729.8105450464
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,1,3268.7593257207373
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1,1202.4745190243902
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1,1042.4578478298388
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1,1031.3163423717308
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,1,2218.933109013423
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,0,5496.182458074863
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1,1566.7380020229682
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,1,3387.1614173971475
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,0,4616.1464683454815
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1,1610.5333951792754
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,0,5522.64274788241
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1,1376.3797662233437
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,1,618.4742304455938
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1,1911.0149656392437
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1,2165.7847395341437
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,1,3191.728545608816
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,1,2284.942052341757
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,1,562.900661371185
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1,1555.1119429647033
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1,1470.9372073349505
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1,1335.8692246073547
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,0,7854.121765251081
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1,750.3533531135469
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,1,2752.799442837011
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,1,4614.1933668525935
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,0,5366.804181454229
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,0,11530.80012473383
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,1,523.2194118927575
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,1,774.6340318531217
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,0,4824.31683920618
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,1,2932.705754305463
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1,3343.5363369838074
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1,1726.552337942494
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,1,5641.015498127891
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1,1283.126039216865
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,1,3463.632215301779
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,0,13567.81292904824
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,0,4318.628421740046
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,1,2985.8177227542865
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,1,603.4518249001497
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1,1056.22178232104
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,1,580.8469525433984
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,0,4230.4564847331085
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,1,3140.822266167837
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1,1511.1402999983795
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1,1953.6614682034317
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,1,5878.881067716147
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,1,2101.320305898633
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,0,17033.693398637974
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,1,714.8552444011666
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,1,583.852548186737
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,1,715.2970411459593
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,1,722.3724141451968
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1,1705.5468222153556
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,1,771.257810405273
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,1,2210.274832858601
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,0,11013.657698064033
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1,979.8757516057623
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,0,17191.743051059442
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1,1186.7737372237395
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1,1255.7963526307428
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,1,2539.957780581155
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,1,4701.672700988238
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1,1878.6426535938908
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,1,676.2465389338785
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1,1368.5529782606286
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,1,3290.8082143726015
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1,1034.4772311759714
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,1,530.6662698914249
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,0,13787.206075457842
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,1,2238.6498837695062
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,0,6468.678713433239
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,0,11319.451959235616
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1,1272.5025886468347
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1,976.3306200869135
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,1,2288.150633597326
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1,1248.5124579719766
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1,1444.452200516011
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,0,7430.353474628385
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,0,8513.766790220661
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,1,824.0163146397903
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,0,8184.889988388441
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,1,2477.361793142152
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,1,412.86355224215436
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1,1547.4070638056107
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1,1431.3243200629458
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,1,4110.967889616569
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,0,7026.31455929366
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1,1210.2107102237012
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,1,5285.713944784387
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1,981.2059513751734
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1,996.9819698454879
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,0,9708.537372549132
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1,1012.4382588433357
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,1,3593.0020047148146
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,0,4230.4564847331085
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,0,4899.908310622921
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,1,7337.530534203034
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,0,10189.528747352808
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,1,2156.259901879041
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,1,3856.052960275501
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,0,15900.539601963805
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1,1646.8117961298344
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,1,707.5171067606353
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,0,6155.673941995482
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1,1167.3316353074163
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,1,524.1928903927324
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,1,451.9708455657961
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1,1240.2186161332195
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1,3593.0020047148146
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,1,3649.75615551121
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,0,5525.055286913227
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,1,443.0091243000633
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,0,8640.81175899282
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,1,657.4627323492572
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,1,2612.551894099553
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1,1050.0313659737496
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,1,851.6058553464344
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,0,14578.604916735343
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1,680.2091277710538
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,1,3414.2489503833567
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,1,572.4783476166677
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,1,2230.38521261431
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1,730.958820583232
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,0,5557.6564380979935
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,1,4533.499355093852
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,1,2491.6086079710517
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,1,2486.994108985758
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,1,3213.8042089964856
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,1,634.4657748819667
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,0,23147.06501059189
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,1,2765.331991774793
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,0,4405.115832191575
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,0,5241.362058831393
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,1,4246.0387367739195
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,1,2753.524705239128
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1,1167.3316353074163
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,1,838.6055331251948
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,1,4011.1638024698786
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,1,758.8631142899876
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,1,3217.778571435752
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,1,618.4742304455938
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,1,6833.377077672842
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,1,5579.107727290465
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,1,639.2448771529575
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,1,434.0604939539867
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,1,2140.199093221213
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,1,3911.0024570776854
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1,733.0558561108904
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,0,9002.72073497469
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,1,2643.7200249835596
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,0,6563.579262834164
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1,1167.774427842318
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,1,5071.430567939042
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,1,3701.835780880109
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,0,14970.580922804002
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,1,640.8029041731004
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,1,550.2185530805641
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,1,3361.801611365741
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,1,3498.1236790803005
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,1,3855.054520507555
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,0,4683.313339516806
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,0,10067.342767360005
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1,1167.3316353074163
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1,1595.207781276824
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,1,738.3090340974164
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,1,3243.3355118286554
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1,940.3564871223098
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,1,616.4887177288643
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,1,708.1468914562435
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,1,3035.459107554227
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,1,4037.214010886685
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,1,3388.796195061023
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1,1283.8482115289482
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,1,2222.9804756366407
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,1,2805.4381734420144
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,0,7258.875413533086
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,1,699.8862440322819
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,1,2535.076009363115
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1,1819.722586348672
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,1,3832.081120330596
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,0,11590.736450077493
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,1,768.1420377018392
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,1,2162.627020373265
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,1,589.9338987909769
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1,1956.885209352926
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,1,4785.204783135744
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,1,657.2278545947104
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,1,700.3881492796653
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,0,5356.115515618747
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,1,5749.4926494968095
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,1,616.4887177288643
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,1,2682.6293683599665
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,1,695.7132481043038
584,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,1,3224.1279509445485
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1,731.0706847468252
586,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,0,8174.773645654634
587,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,1,2849.933769819785
588,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,1,2874.437238815204
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,1,2743.6235173615833
590,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,1,4449.492638298339
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,1,2262.881932285808
592,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,1,526.2136723064492
593,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,1,4194.681693649226
